Nama Hotel,Tanggal,Harga,Daerah,Bintang,Rating,Latitude,Longitude,LD,PD,Oktober,November,Weekend,AC,Restaurant,24-Hour Front Desk,Elevator,WiFi,Parking,Swimming Pool,Standard Room,Non-Standrad Room,jakarta barat,jakarta pusat,jakarta selatan,jakarta timur,jakarta utara
City Biz Residence,1030,123500,jakarta barat,0,8.1,-6.1500984,106.8245004,0.001199032,196581.3,1,0,1,1,0,1,1,1,1,0,1,0,1,0,0,0,0
SPOT ON 90437 Salome Guesthouse,1028,127474,jakarta pusat,0,5.9,-6.1566836,106.8347882,0.003115299,172006.4444,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0
SPOT ON 90437 Salome Guesthouse,1104,127474,jakarta pusat,0,5.9,-6.1566836,106.8347882,0.003115299,180527.6,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0
SPOT ON 90437 Salome Guesthouse,1105,127474,jakarta pusat,0,5.8,-6.1566836,106.8347882,0.003115299,163338.3,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0
SPOT ON 90437 Salome Guesthouse,1106,127474,jakarta pusat,0,5.8,-6.1566836,106.8347882,0.003115299,169330.4,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0
SPOT ON 90437 Salome Guesthouse,1107,127474,jakarta pusat,0,5.8,-6.1566836,106.8347882,0.003115299,161808.2,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0
SPOT ON 90437 Salome Guesthouse,1108,127474,jakarta pusat,0,5.8,-6.1566836,106.8347882,0.003115299,161797.1,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0
SPOT ON 90437 Salome Guesthouse,1119,127474,jakarta pusat,0,5.8,-6.1566836,106.8347882,0.003346796,189752.5,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0
SPOT ON 90437 Salome Guesthouse,1120,127474,jakarta pusat,0,5.8,-6.1566836,106.8347882,0.003346796,142520,0,1,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0
SPOT ON 90437 Salome Guesthouse,1121,127474,jakarta pusat,0,5.8,-6.1566836,106.8347882,0.003346796,188378.9,0,1,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0
SPOT ON 90437 Salome Guesthouse,1122,127474,jakarta pusat,0,5.8,-6.1566836,106.8347882,0.003346796,188378.9,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0
SPOT ON 90437 Salome Guesthouse,1123,127474,jakarta pusat,0,5.8,-6.1566836,106.8347882,0.003346796,187265.7,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0
SPOT ON 90437 Salome Guesthouse,1124,127474,jakarta pusat,0,5.8,-6.1566836,106.8347882,0.003346796,199977.4,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0
SPOT ON 90437 Salome Guesthouse,1125,127474,jakarta pusat,0,5.8,-6.1566836,106.8347882,0.003346796,200320.5,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0
SPOT ON 90437 Salome Guesthouse,1126,127474,jakarta pusat,0,5.8,-6.1566836,106.8347882,0.003346796,212407.9,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0
SPOT ON 90437 Salome Guesthouse,1127,127474,jakarta pusat,0,5.8,-6.1566836,106.8347882,0.003346796,182717.5,0,1,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0
SPOT ON 90437 Salome Guesthouse,1128,127474,jakarta pusat,0,5.8,-6.1566836,106.8347882,0.003346796,185600.1,0,1,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0
Hotel Alifah 1,1027,129330,jakarta barat,0,7.7,-6.1152691,106.6891953,0.003783728,236888.2222,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0
Hotel Alifah 1,1028,129330,jakarta barat,0,7.7,-6.1152691,106.6891953,0.003783728,222055.3,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0
Hotel Alifah 1,1030,129330,jakarta barat,0,7.7,-6.1152691,106.6891953,0.003783728,228038.2,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0
Hotel Alifah 1,1031,129330,jakarta barat,0,7.7,-6.1152691,106.6891953,0.003783728,231479.7,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0
Hotel Alifah 1,1101,129330,jakarta barat,0,7.7,-6.1152691,106.6891953,0.003783728,279045.6,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0
Hotel Alifah 1,1102,129330,jakarta barat,0,7.7,-6.1152691,106.6891953,0.003783728,311538,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0
Hotel Dequr Jakarta Kota,1027,130000,jakarta barat,2,7.6,-6.1348191,106.8110863,0.008218625,142189.3,1,0,0,1,1,1,0,1,1,0,1,0,1,0,0,0,0
Hotel Dequr Jakarta Kota,1028,130000,jakarta barat,2,7.6,-6.1348191,106.8110863,0.008218625,146156.5,1,0,0,1,1,1,0,1,1,0,1,0,1,0,0,0,0
Hotel Dequr Jakarta Kota,1029,130000,jakarta barat,2,7.6,-6.1348191,106.8110863,0.008218625,146156.4,1,0,0,1,1,1,0,1,1,0,1,0,1,0,0,0,0
Hotel Dequr Jakarta Kota,1030,130000,jakarta barat,2,7.6,-6.1348191,106.8110863,0.008218625,146918.8,1,0,1,1,1,1,0,1,1,0,1,0,1,0,0,0,0
Hotel Dequr Jakarta Kota,1031,130000,jakarta barat,2,7.6,-6.1348191,106.8110863,0.008218625,146156.4,1,0,1,1,1,1,0,1,1,0,1,0,1,0,0,0,0
Hotel Dequr Jakarta Kota,1101,130000,jakarta barat,2,7.6,-6.1348191,106.8110863,0.008218625,176289.1111,1,0,0,1,1,1,0,1,1,0,1,0,1,0,0,0,0
Sanctuary Spaces by TwoSpaces,1031,130000,jakarta barat,0,8.9,-6.17948,106.7972959,0.006411098,220668.6,1,0,1,1,1,1,0,1,1,0,1,0,1,0,0,0,0
Sanctuary Spaces by TwoSpaces,1101,130000,jakarta barat,0,8.9,-6.17948,106.7972959,0.006411098,290646.6667,1,0,0,1,1,1,0,1,1,0,1,0,1,0,0,0,0
Sanctuary Spaces by TwoSpaces,1103,130000,jakarta barat,0,8.9,-6.17948,106.7972959,0.006411098,262478.2,1,0,0,1,1,1,0,1,1,0,1,0,1,0,0,0,0
Sanctuary Spaces by TwoSpaces,1104,130000,jakarta barat,0,8.9,-6.17948,106.7972959,0.006411098,258848.2,1,0,0,1,1,1,0,1,1,0,1,0,1,0,0,0,0
Sanctuary Spaces by TwoSpaces,1105,130000,jakarta barat,0,8.9,-6.17948,106.7972959,0.006411098,264878.2,1,0,0,1,1,1,0,1,1,0,1,0,1,0,0,0,0
Hotel Royal Juanda,1027,130000,jakarta pusat,2,7.6,-6.1668976,106.8277423,0.004086308,240256.25,1,0,0,1,1,1,0,1,1,0,1,0,0,1,0,0,0
Hotel Royal Juanda,1028,130000,jakarta pusat,2,7.6,-6.1668976,106.8277423,0.004086308,245701.5,1,0,0,1,1,1,0,1,1,0,1,0,0,1,0,0,0
Hotel Royal Juanda,1029,130000,jakarta pusat,2,7.6,-6.1668976,106.8277423,0.004086308,263671,1,0,0,1,1,1,0,1,1,0,1,0,0,1,0,0,0
Hotel Royal Juanda,1030,130000,jakarta pusat,2,7.6,-6.1668976,106.8277423,0.004086308,275019.1,1,0,1,1,1,1,0,1,1,0,1,0,0,1,0,0,0
Hotel Royal Juanda,1031,130000,jakarta pusat,2,7.6,-6.1668976,106.8277423,0.004086308,277919,1,0,1,1,1,1,0,1,1,0,1,0,0,1,0,0,0
Hotel Royal Juanda,1101,130000,jakarta pusat,2,7.6,-6.1668976,106.8277423,0.004086308,329658.5,1,0,0,1,1,1,0,1,1,0,1,0,0,1,0,0,0
Hotel Royal Juanda,1102,130000,jakarta pusat,2,7.6,-6.1668976,106.8277423,0.004086308,323029.8889,1,0,0,1,1,1,0,1,1,0,1,0,0,1,0,0,0
Hotel Royal Juanda,1103,130000,jakarta pusat,2,7.6,-6.1668976,106.8277423,0.004086308,354016.4444,1,0,0,1,1,1,0,1,1,0,1,0,0,1,0,0,0
Hotel Royal Juanda,1104,130000,jakarta pusat,2,7.6,-6.1668976,106.8277423,0.004086308,348658.125,1,0,0,1,1,1,0,1,1,0,1,0,0,1,0,0,0
Hotel Royal Juanda,1105,130000,jakarta pusat,2,7.6,-6.1668976,106.8277423,0.004086308,318131.375,1,0,0,1,1,1,0,1,1,0,1,0,0,1,0,0,0
Hotel Royal Juanda,1106,130000,jakarta pusat,2,7.6,-6.1668976,106.8277423,0.004086308,325655.625,1,0,1,1,1,1,0,1,1,0,1,0,0,1,0,0,0
Hotel Royal Juanda,1107,130000,jakarta pusat,2,7.6,-6.1668976,106.8277423,0.004086308,282949.9,1,0,1,1,1,1,0,1,1,0,1,0,0,1,0,0,0
Hotel Royal Juanda,1108,130000,jakarta pusat,2,7.6,-6.1668976,106.8277423,0.004086308,308102.1111,1,0,0,1,1,1,0,1,1,0,1,0,0,1,0,0,0
Sleepzzz Hotel Senayan,1027,130000,jakarta selatan,3,7.8,-6.2346784,106.8156244,0.007740484,1210123.3,1,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0
Sleepzzz Hotel Senayan,1028,130000,jakarta selatan,3,7.8,-6.2346784,106.8156244,0.007740484,1229360.8,1,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0
Sleepzzz Hotel Senayan,1029,130000,jakarta selatan,3,7.8,-6.2346784,106.8156244,0.007740484,1028973.111,1,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0
Sleepzzz Hotel Senayan,1030,130000,jakarta selatan,3,7.7,-6.2346784,106.8156244,0.007740484,776813.5,1,0,1,1,0,1,0,1,1,0,1,0,0,0,1,0,0
Sleepzzz Hotel Senayan,1031,130000,jakarta selatan,3,7.7,-6.2346784,106.8156244,0.007740484,1140478.667,1,0,1,1,0,1,0,1,1,0,1,0,0,0,1,0,0
Sleepzzz Hotel Senayan,1101,130000,jakarta selatan,3,7.8,-6.2346784,106.8156244,0.007740484,1136923.111,1,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0
Sleepzzz Hotel Senayan,1102,130000,jakarta selatan,3,7.8,-6.2346784,106.8156244,0.007740484,1136923.111,1,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0
Sleepzzz Hotel Senayan,1103,130000,jakarta selatan,3,7.8,-6.2346784,106.8156244,0.007740484,1108444.889,1,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0
Sleepzzz Hotel Senayan,1104,130000,jakarta selatan,3,7.8,-6.2346784,106.8156244,0.007740484,1304080.4,1,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0
Sleepzzz Hotel Senayan,1105,130000,jakarta selatan,3,7.8,-6.2346784,106.8156244,0.007740484,1331762.3,1,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0
Sleepzzz Hotel Senayan,1106,130000,jakarta selatan,3,7.8,-6.2346784,106.8156244,0.007740484,1384900.8,1,0,1,1,0,1,0,1,1,0,1,0,0,0,1,0,0
Residence T63,1119,130000,jakarta barat,0,7.9,-6.170063,106.7968455,0.005062519,140124.4444,0,1,0,1,1,1,1,1,1,0,1,0,1,0,0,0,0
Residence T63,1120,130000,jakarta barat,0,7.9,-6.170063,106.7968455,0.005062519,198604.625,0,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0
Hotel Royal Juanda,1119,130000,jakarta pusat,2,7.6,-6.1668976,106.8277423,0.004119937,302119.3,0,1,0,1,1,1,0,1,1,0,1,0,0,1,0,0,0
Hotel Royal Juanda,1120,130000,jakarta pusat,2,7.6,-6.1668976,106.8277423,0.004119937,292817.3,0,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0,0
Hotel Royal Juanda,1121,130000,jakarta pusat,2,7.6,-6.1668976,106.8277423,0.004119937,282954.9,0,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0,0
Hotel Royal Juanda,1122,130000,jakarta pusat,2,7.6,-6.1668976,106.8277423,0.004119937,290634.9,0,1,0,1,1,1,0,1,1,0,1,0,0,1,0,0,0
Hotel Royal Juanda,1123,130000,jakarta pusat,2,7.6,-6.1668976,106.8277423,0.004119937,272985.5,0,1,0,1,1,1,0,1,1,0,1,0,0,1,0,0,0
Hotel Royal Juanda,1124,130000,jakarta pusat,2,7.6,-6.1668976,106.8277423,0.004119937,271265.6,0,1,0,1,1,1,0,1,1,0,1,0,0,1,0,0,0
Hotel Royal Juanda,1125,130000,jakarta pusat,2,7.6,-6.1668976,106.8277423,0.004119937,310030.3,0,1,0,1,1,1,0,1,1,0,1,0,0,1,0,0,0
Hotel Royal Juanda,1126,130000,jakarta pusat,2,7.6,-6.1668976,106.8277423,0.004119937,314449.3,0,1,0,1,1,1,0,1,1,0,1,0,0,1,0,0,0
Hotel Royal Juanda,1127,130000,jakarta pusat,2,7.6,-6.1668976,106.8277423,0.004119937,281505.5,0,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0,0
Hotel Royal Juanda,1128,130000,jakarta pusat,2,7.6,-6.1668976,106.8277423,0.004119937,246533.8889,0,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0,0
Hotel Tugu Asri,1127,130000,jakarta pusat,2,7.7,-6.1817163,106.8153654,0.004439853,263242.1,0,1,1,0,1,1,0,1,1,0,1,0,0,1,0,0,0
Hotel Tugu Asri,1128,130000,jakarta pusat,2,7.7,-6.1817163,106.8153654,0.004439853,241041.6,0,1,1,0,1,1,0,1,1,0,1,0,0,1,0,0,0
OYO 90364 K3 Residence,1027,131680,jakarta pusat,0,0,-6.1608679,106.8319632,0.002826863,192591.3333,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
Graha Kasih,1125,132000,jakarta barat,0,8,-6.1700745,106.7943021,0.004558956,315860.4,0,1,0,1,1,1,0,1,1,0,1,0,1,0,0,0,0
Graha Kasih,1128,132000,jakarta barat,0,8,-6.1700745,106.7943021,0.004558956,194785.9,0,1,1,1,1,1,0,1,1,0,1,0,1,0,0,0,0
OYO 366 Thamadhiro Residence,1120,132197,jakarta pusat,0,7.8,-6.192102,106.8200537,0.003285617,672878.4444,0,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0
OYO 366 Thamadhiro Residence,1121,132197,jakarta pusat,0,7.8,-6.192102,106.8200537,0.003285617,576196.7,0,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0
OYO 366 Thamadhiro Residence,1122,132197,jakarta pusat,0,7.8,-6.192102,106.8200537,0.003285617,576196.7,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
