Nama Hotel,Tanggal,Harga,Daerah,Bintang,Rating,Latitude,Longitude,LD,PD,Oktober,November,Weekend,AC,Restaurant,24-Hour Front Desk,Elevator,WiFi,Parking,Swimming Pool,Standard Room,Non-Standrad Room,jakarta barat,jakarta pusat,jakarta selatan,jakarta timur,jakarta utara
OYO 2628 Kartini Residence,1020,90748,jakarta pusat,0,6.6,-6.164106,106.8333155,0.002866349,199030,1,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0
OYO 2628 Kartini Residence,1021,90748,jakarta pusat,0,6.6,-6.164106,106.8333155,0.002866349,196142.1111,1,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0
OYO 2628 Kartini Residence,1022,90748,jakarta pusat,0,6.6,-6.164106,106.8333155,0.002866349,197934.6667,1,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0
OYO 2628 Kartini Residence,1023,90748,jakarta pusat,0,6.6,-6.164106,106.8333155,0.002866349,197865.5,1,0,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0
OYO 2628 Kartini Residence,1025,90748,jakarta pusat,0,6.6,-6.164106,106.8333155,0.002866349,197865.8889,1,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0
OYO 2628 Kartini Residence,1026,90748,jakarta pusat,0,6.6,-6.164106,106.8333155,0.002866349,205601.4,1,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0
OYO 2628 Kartini Residence,1027,90748,jakarta pusat,0,6.6,-6.164106,106.8333155,0.002866349,158081.7778,1,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0
OYO 2628 Kartini Residence,1028,90748,jakarta pusat,0,6.6,-6.164106,106.8333155,0.002866349,156025.625,1,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0
OYO 2628 Kartini Residence,1029,90748,jakarta pusat,0,6.7,-6.164106,106.8333155,0.002866349,154871.75,1,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0
OYO 2628 Kartini Residence,1114,90748,jakarta pusat,0,6.7,-6.164106,106.8333155,0.002981402,188777.5,0,1,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0
OYO 2628 Kartini Residence,1115,90748,jakarta pusat,0,6.7,-6.164106,106.8333155,0.002981402,210661.5556,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0
OYO 2628 Kartini Residence,1117,96888,jakarta pusat,0,6.7,-6.164106,106.8333155,0.002981402,180493.6,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0
OYO 2628 Kartini Residence,1112,97559,jakarta pusat,0,6.7,-6.164106,106.8333155,0.002981402,186138.8,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0
OYO 2628 Kartini Residence,1116,101807,jakarta pusat,0,6.7,-6.164106,106.8333155,0.002981402,185126.6,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0
OYO 2628 Kartini Residence,1121,102406,jakarta pusat,0,6.7,-6.164106,106.8333155,0.002981402,188051.1,0,1,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0
City Biz Residence,1028,104500,jakarta barat,0,8.1,-6.1500984,106.8245004,0.001199032,166605.6,1,0,0,1,0,1,1,1,1,0,1,0,1,0,0,0,0
SPOT ON 90437 Salome Guesthouse,1020,106246,jakarta pusat,0,6,-6.1566836,106.8347882,0.003115299,191171.625,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0
SPOT ON 90437 Salome Guesthouse,1112,106798,jakarta pusat,0,5.8,-6.1566836,106.8347882,0.003346796,229548.2222,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0
SPOT ON 90437 Salome Guesthouse,1118,107474,jakarta pusat,0,5.8,-6.1566836,106.8347882,0.003346796,206312.3,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0
SPOT ON 90437 Salome Guesthouse,1113,107834,jakarta pusat,0,5.8,-6.1566836,106.8347882,0.003346796,180381.625,0,1,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0
SPOT ON 90437 Salome Guesthouse,1117,107954,jakarta pusat,0,5.8,-6.1566836,106.8347882,0.003346796,170890.2,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0
SPOT ON 90437 Salome Guesthouse,1101,108184,jakarta pusat,0,5.8,-6.1566836,106.8347882,0.003115299,177817.4444,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0
SPOT ON 90437 Salome Guesthouse,1116,108639,jakarta pusat,0,5.8,-6.1566836,106.8347882,0.003346796,221726.5,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0
OYO 2628 Kartini Residence,1024,108876,jakarta pusat,0,6.6,-6.164106,106.8333155,0.002866349,190411.6,1,0,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0
OYO 2628 Kartini Residence,1030,108876,jakarta pusat,0,6.7,-6.164106,106.8333155,0.002866349,195735,1,0,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0
OYO 2628 Kartini Residence,1031,108876,jakarta pusat,0,6.7,-6.164106,106.8333155,0.002866349,173892.5,1,0,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0
OYO 2628 Kartini Residence,1101,108876,jakarta pusat,0,6.7,-6.164106,106.8333155,0.002866349,188020.5556,1,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0
OYO 2628 Kartini Residence,1119,108876,jakarta pusat,0,6.7,-6.164106,106.8333155,0.002981402,179309,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0
OYO 2628 Kartini Residence,1120,108876,jakarta pusat,0,6.7,-6.164106,106.8333155,0.002981402,176515.2,0,1,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0
SPOT ON 90437 Salome Guesthouse,1115,108906,jakarta pusat,0,5.8,-6.1566836,106.8347882,0.003346796,207861,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0
SPOT ON 90437 Salome Guesthouse,1114,108973,jakarta pusat,0,5.8,-6.1566836,106.8347882,0.003346796,205589.8,0,1,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0
Residence T63,1114,110000,jakarta barat,0,7.9,-6.170063,106.7968455,0.005062519,204965.7,0,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0
Residence T63,1115,110000,jakarta barat,0,7.9,-6.170063,106.7968455,0.005062519,162763.8889,0,1,0,1,1,1,1,1,1,0,1,0,1,0,0,0,0
Residence T63,1116,110000,jakarta barat,0,7.9,-6.170063,106.7968455,0.005062519,158329.1111,0,1,0,1,1,1,1,1,1,0,1,0,1,0,0,0,0
SPOT ON 90437 Salome Guesthouse,1023,113164,jakarta pusat,0,5.9,-6.1566836,106.8347882,0.003115299,196961.8,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0
SPOT ON 90437 Salome Guesthouse,1121,113983,jakarta pusat,0,5.8,-6.1566836,106.8347882,0.003346796,200755.2,0,1,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0
SPOT ON 90437 Salome Guesthouse,1024,114035,jakarta pusat,0,5.9,-6.1566836,106.8347882,0.003115299,179696.3,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0
SPOT ON 90437 Salome Guesthouse,1028,114726,jakarta pusat,0,5.9,-6.1566836,106.8347882,0.003115299,186062.9,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0
Hotel Alifah 1,1028,116054,jakarta barat,0,7.7,-6.1152691,106.6891953,0.003783728,213369.8889,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0
Hotel Alifah 1,1029,116054,jakarta barat,0,7.7,-6.1152691,106.6891953,0.003783728,374626,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0
Hotel Alifah 1,1030,116054,jakarta barat,0,7.7,-6.1152691,106.6891953,0.003783728,342207.4,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0
Hotel Alifah 1,1031,116054,jakarta barat,0,7.7,-6.1152691,106.6891953,0.003783728,244746.5,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0
Hotel Alifah 1,1101,116054,jakarta barat,0,7.7,-6.1152691,106.6891953,0.003783728,248609.125,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0
Hotel Alifah 1,1116,116054,jakarta barat,0,7.7,-6.1152691,106.6891953,0.003783728,288185.5,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0
Hotel Alifah 1,1118,116054,jakarta barat,0,7.7,-6.1152691,106.6891953,0.003783728,294390,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0
Hotel Alifah 1,1119,116054,jakarta barat,0,7.7,-6.1152691,106.6891953,0.003783728,302465.8,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0
Hotel Alifah 1,1120,116054,jakarta barat,0,7.7,-6.1152691,106.6891953,0.003783728,261082.625,0,1,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0
Hotel Alifah 1,1121,116054,jakarta barat,0,7.7,-6.1152691,106.6891953,0.003783728,325984.375,0,1,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0
OYO 90109 Wisma Basco Syariah,1114,117111,jakarta pusat,0,8.3,-6.1982526,106.8142144,0.00618251,381237.8,0,1,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0
SPOT ON 90437 Salome Guesthouse,1022,118707,jakarta pusat,0,5.9,-6.1566836,106.8347882,0.003115299,178088.5,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0
OYO 90109 Wisma Basco Syariah,1113,119432,jakarta pusat,0,8.3,-6.1982526,106.8142144,0.00618251,520773.7143,0,1,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0
OYO 3785 Kemayoran Residence,1020,120355,jakarta pusat,0,6.5,-6.1647555,106.8451121,0.005561746,137046.75,1,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0
SPOT ON 90437 Salome Guesthouse,1119,120449,jakarta pusat,0,5.8,-6.1566836,106.8347882,0.003346796,209000.9,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0
SPOT ON 90437 Salome Guesthouse,1030,120522,jakarta pusat,0,5.8,-6.1566836,106.8347882,0.003115299,187027.3,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0
OYO 3785 Kemayoran Residence,1120,121257,jakarta pusat,0,6.5,-6.1647555,106.8451121,0.005710235,157314.3,0,1,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0
SPOT ON 90437 Salome Guesthouse,1029,121462,jakarta pusat,0,5.8,-6.1566836,106.8347882,0.003115299,172388,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0
Residence T63,1117,122500,jakarta barat,0,7.9,-6.170063,106.7968455,0.005062519,162495.25,0,1,0,1,1,1,1,1,1,0,1,0,1,0,0,0,0
Residence T63,1118,122500,jakarta barat,0,7.9,-6.170063,106.7968455,0.005062519,160982.75,0,1,0,1,1,1,1,1,1,0,1,0,1,0,0,0,0
Residence T63,1121,122500,jakarta barat,0,7.9,-6.170063,106.7968455,0.005062519,200248.7,0,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0
SPOT ON 90437 Salome Guesthouse,1026,122574,jakarta pusat,0,5.9,-6.1566836,106.8347882,0.003115299,208488.6,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0
OYO 1555 Unik Guesthouse Syariah,1115,122754,jakarta selatan,1,7.9,-6.246003727,106.7625022,0.016148537,253481.3333,0,1,0,1,1,1,0,1,1,0,1,0,0,0,1,0,0
OYO 90692 Point Hostel,1112,122975,jakarta pusat,0,0,-6.1702987,106.8058902,0.005978072,115487.3,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0
OYO 90692 Point Hostel,1117,122975,jakarta pusat,0,0,-6.1702987,106.8058902,0.005978072,112935.1111,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0
OYO 90692 Point Hostel,1121,122975,jakarta pusat,0,0,-6.1702987,106.8058902,0.005978072,113211.2,0,1,1,1,0,1,0,1,1,0,1,0,0,1,0,0,0
OYO 90692 Point Hostel,1114,124001,jakarta pusat,0,0,-6.1702987,106.8058902,0.005978072,112519.3,0,1,1,1,0,1,0,1,1,0,1,0,0,1,0,0,0
OYO 90692 Point Hostel,1113,124149,jakarta pusat,0,0,-6.1702987,106.8058902,0.005978072,147589,0,1,1,1,0,1,0,1,1,0,1,0,0,1,0,0,0
SPOT ON 90437 Salome Guesthouse,1027,124485,jakarta pusat,0,5.9,-6.1566836,106.8347882,0.003115299,158232.1,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0
OYO 121 Rumah Ayub Syariah Near Rumah Sakit Jmc,1112,124729,jakarta selatan,1,7.8,-6.2670516,106.8413342,0.015102137,441886.1111,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
Sleepzzz Hotel Senayan,1025,125000,jakarta selatan,3,7.8,-6.2346784,106.8156244,0.007740484,1067854.333,1,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0
Sleepzzz Hotel Senayan,1101,125000,jakarta selatan,3,7.8,-6.2346784,106.8156244,0.007740484,1387626.2,1,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0
Hotel Alifah 1,1022,125327,jakarta barat,0,7.7,-6.1152691,106.6891953,0.003783728,301934.7,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0
Hotel Alifah 1,1024,125327,jakarta barat,0,7.7,-6.1152691,106.6891953,0.003783728,242117,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0
Hotel Alifah 1,1025,125327,jakarta barat,0,7.7,-6.1152691,106.6891953,0.003783728,215075.8889,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0
Hotel Alifah 1,1026,125327,jakarta barat,0,7.7,-6.1152691,106.6891953,0.003783728,236302.5,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0
OYO 90692 Point Hostel,1118,125446,jakarta pusat,0,0,-6.1702987,106.8058902,0.005978072,111529.5556,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0
OYO 90692 Point Hostel,1120,126124,jakarta pusat,0,0,-6.1702987,106.8058902,0.005978072,112123.5,0,1,1,1,0,1,0,1,1,0,1,0,0,1,0,0,0
SPOT ON 90437 Salome Guesthouse,1021,127474,jakarta pusat,0,5.9,-6.1566836,106.8347882,0.003115299,170810.5556,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0
OYO Flagship 3563 New Mg Hotel Near RSUD Sawah Besar,1020,127984,jakarta barat,2,7.9,-6.1506138,106.8211502,0.002319443,168046,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,0,0
OYO 582 Wisma Bungur Syariah,1112,128891,jakarta selatan,1,7.9,-6.2461941,106.7800961,0.007740322,632390.6,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0
OYO 582 Wisma Bungur Syariah,1114,128891,jakarta selatan,1,7.9,-6.2461941,106.7800961,0.007740322,473376.3,0,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0
Hotel Alifah 1,1021,129106,jakarta barat,0,7.7,-6.1152691,106.6891953,0.003783728,223873.4444,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0
OYO 1868 J&b Room Pramuka Near RSUPN Dr.Cipto Mangunkusumo,1119,129387,jakarta timur,0,7.3,-6.1987787,106.8551009,0.006500391,169205.4,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
Hotel Dequr Jakarta Kota,1021,130000,jakarta barat,2,7.6,-6.1348191,106.8110863,0.008218625,188231.6,1,0,0,1,1,1,0,1,1,0,1,0,1,0,0,0,0
Hotel Dequr Jakarta Kota,1022,130000,jakarta barat,2,7.6,-6.1348191,106.8110863,0.008218625,186934.6,1,0,0,1,1,1,0,1,1,0,1,0,1,0,0,0,0
Hotel Dequr Jakarta Kota,1023,130000,jakarta barat,2,7.6,-6.1348191,106.8110863,0.008218625,187938.1,1,0,1,1,1,1,0,1,1,0,1,0,1,0,0,0,0
Hotel Dequr Jakarta Kota,1024,130000,jakarta barat,2,7.6,-6.1348191,106.8110863,0.008218625,185543.6,1,0,1,1,1,1,0,1,1,0,1,0,1,0,0,0,0
Hotel Dequr Jakarta Kota,1025,130000,jakarta barat,2,7.6,-6.1348191,106.8110863,0.008218625,187424.9,1,0,0,1,1,1,0,1,1,0,1,0,1,0,0,0,0
Hotel Dequr Jakarta Kota,1026,130000,jakarta barat,2,7.6,-6.1348191,106.8110863,0.008218625,184381.8,1,0,0,1,1,1,0,1,1,0,1,0,1,0,0,0,0
Hotel Dequr Jakarta Kota,1027,130000,jakarta barat,2,7.6,-6.1348191,106.8110863,0.008218625,186900.5,1,0,0,1,1,1,0,1,1,0,1,0,1,0,0,0,0
Hotel Dequr Jakarta Kota,1028,130000,jakarta barat,2,7.6,-6.1348191,106.8110863,0.008218625,202781.7778,1,0,0,1,1,1,0,1,1,0,1,0,1,0,0,0,0
Hotel Dequr Jakarta Kota,1029,130000,jakarta barat,2,7.6,-6.1348191,106.8110863,0.008218625,185703.1,1,0,0,1,1,1,0,1,1,0,1,0,1,0,0,0,0
Hotel Dequr Jakarta Kota,1031,130000,jakarta barat,2,7.6,-6.1348191,106.8110863,0.008218625,190753.6,1,0,1,1,1,1,0,1,1,0,1,0,1,0,0,0,0
Hotel Dequr Jakarta Kota,1101,130000,jakarta barat,2,7.6,-6.1348191,106.8110863,0.008218625,200025,1,0,0,1,1,1,0,1,1,0,1,0,1,0,0,0,0
Hotel Royal Juanda,1021,130000,jakarta pusat,2,7.6,-6.1668976,106.8277423,0.004086308,308577.25,1,0,0,1,1,1,0,1,1,0,1,0,0,1,0,0,0
Hotel Royal Juanda,1022,130000,jakarta pusat,2,7.6,-6.1668976,106.8277423,0.004086308,273861.375,1,0,0,1,1,1,0,1,1,0,1,0,0,1,0,0,0
Hotel Royal Juanda,1023,130000,jakarta pusat,2,7.6,-6.1668976,106.8277423,0.004086308,270850.2,1,0,1,1,1,1,0,1,1,0,1,0,0,1,0,0,0
Hotel Royal Juanda,1024,130000,jakarta pusat,2,7.6,-6.1668976,106.8277423,0.004086308,282757.7,1,0,1,1,1,1,0,1,1,0,1,0,0,1,0,0,0
Hotel Royal Juanda,1025,130000,jakarta pusat,2,7.6,-6.1668976,106.8277423,0.004086308,272972.2857,1,0,0,1,1,1,0,1,1,0,1,0,0,1,0,0,0
Hotel Royal Juanda,1026,130000,jakarta pusat,2,7.6,-6.1668976,106.8277423,0.004086308,279913,1,0,0,1,1,1,0,1,1,0,1,0,0,1,0,0,0
Hotel Royal Juanda,1027,130000,jakarta pusat,2,7.6,-6.1668976,106.8277423,0.004086308,152550.6667,1,0,0,1,1,1,0,1,1,0,1,0,0,1,0,0,0
Hotel Royal Juanda,1028,130000,jakarta pusat,2,7.6,-6.1668976,106.8277423,0.004086308,156005,1,0,0,1,1,1,0,1,1,0,1,0,0,1,0,0,0
Hotel Royal Juanda,1029,130000,jakarta pusat,2,7.6,-6.1668976,106.8277423,0.004086308,202277.7143,1,0,0,1,1,1,0,1,1,0,1,0,0,1,0,0,0
Hotel Royal Juanda,1030,130000,jakarta pusat,2,7.6,-6.1668976,106.8277423,0.004086308,276078.5556,1,0,1,1,1,1,0,1,1,0,1,0,0,1,0,0,0
Hotel Royal Juanda,1031,130000,jakarta pusat,2,7.6,-6.1668976,106.8277423,0.004086308,251222.6,1,0,1,1,1,1,0,1,1,0,1,0,0,1,0,0,0
Hotel Royal Juanda,1101,130000,jakarta pusat,2,7.6,-6.1668976,106.8277423,0.004086308,311453.3333,1,0,0,1,1,1,0,1,1,0,1,0,0,1,0,0,0
Sleepzzz Hotel Senayan,1022,130000,jakarta selatan,3,7.8,-6.2346784,106.8156244,0.007740484,1321943.3,1,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0
Residence T63,1112,130000,jakarta barat,0,7.9,-6.170063,106.7968455,0.005062519,146375,0,1,0,1,1,1,1,1,1,0,1,0,1,0,0,0,0
Residence T63,1113,130000,jakarta barat,0,7.9,-6.170063,106.7968455,0.005062519,198884.8571,0,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0
Hotel Royal Juanda,1112,130000,jakarta pusat,2,7.6,-6.1668976,106.8277423,0.004119937,283568.7,0,1,0,1,1,1,0,1,1,0,1,0,0,1,0,0,0
Hotel Royal Juanda,1113,130000,jakarta pusat,2,7.6,-6.1668976,106.8277423,0.004119937,273172.2,0,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0,0
Hotel Royal Juanda,1114,130000,jakarta pusat,2,7.6,-6.1668976,106.8277423,0.004119937,264013.3,0,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0,0
Hotel Royal Juanda,1115,130000,jakarta pusat,2,7.6,-6.1668976,106.8277423,0.004119937,277483.6667,0,1,0,1,1,1,0,1,1,0,1,0,0,1,0,0,0
Hotel Royal Juanda,1116,130000,jakarta pusat,2,7.6,-6.1668976,106.8277423,0.004119937,298540,0,1,0,1,1,1,0,1,1,0,1,0,0,1,0,0,0
Hotel Royal Juanda,1117,130000,jakarta pusat,2,7.6,-6.1668976,106.8277423,0.004119937,257760.4444,0,1,0,1,1,1,0,1,1,0,1,0,0,1,0,0,0
Hotel Royal Juanda,1118,130000,jakarta pusat,2,7.6,-6.1668976,106.8277423,0.004119937,290603.3333,0,1,0,1,1,1,0,1,1,0,1,0,0,1,0,0,0
Hotel Royal Juanda,1119,130000,jakarta pusat,2,7.6,-6.1668976,106.8277423,0.004119937,319245,0,1,0,1,1,1,0,1,1,0,1,0,0,1,0,0,0
Hotel Royal Juanda,1120,130000,jakarta pusat,2,7.6,-6.1668976,106.8277423,0.004119937,279886,0,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0,0
Hotel Royal Juanda,1121,130000,jakarta pusat,2,7.6,-6.1668976,106.8277423,0.004119937,292785.5,0,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0,0
Hotel Tugu Asri,1120,130000,jakarta pusat,2,7.7,-6.1817163,106.8153654,0.004439853,280152,0,1,1,0,1,1,0,1,1,0,1,0,0,1,0,0,0
Hotel Tugu Asri,1121,130000,jakarta pusat,2,7.7,-6.1817163,106.8153654,0.004439853,234575.9,0,1,1,0,1,1,0,1,1,0,1,0,0,1,0,0,0
OYO 582 Wisma Bungur Syariah,1115,130689,jakarta selatan,1,7.9,-6.2461941,106.7800961,0.007740322,493672.75,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0
OYO 90109 Wisma Basco Syariah,1112,130956,jakarta pusat,0,8.3,-6.1982526,106.8142144,0.00618251,439756.8889,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0
OYO Flagship 3563 New Mg Hotel Near RSUD Sawah Besar,1031,131042,jakarta barat,2,7.9,-6.1506138,106.8211502,0.002319443,183897.6,1,0,1,1,1,0,0,1,1,0,1,0,1,0,0,0,0
OYO 90692 Point Hostel,1116,131337,jakarta pusat,0,0,-6.1702987,106.8058902,0.005978072,104224.6,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0
OYO 2357 Syariah Grand Raudhah Near RSU Tanah Abang,1120,131414,jakarta pusat,1,8,-6.1903329,106.8170521,0.002633697,225755.8889,0,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0
OYO 90364 K3 Residence,1112,131659,jakarta pusat,0,0,-6.1608679,106.8319632,0.003177874,178982.3,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
OYO 90364 K3 Residence,1020,131680,jakarta pusat,0,0,-6.1608679,106.8319632,0.002826863,195625.25,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
Graha Kasih,1118,132000,jakarta barat,0,8,-6.1700745,106.7943021,0.004558956,175795.25,0,1,0,1,1,1,0,1,1,0,1,0,1,0,0,0,0
Graha Kasih,1121,132000,jakarta barat,0,8,-6.1700745,106.7943021,0.004558956,209698.7,0,1,1,1,1,1,0,1,1,0,1,0,1,0,0,0,0
OYO 121 Rumah Ayub Syariah Near Rumah Sakit Jmc,1114,132078,jakarta selatan,1,7.8,-6.2670516,106.8413342,0.015102137,425996.7778,0,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0
OYO 90692 Point Hostel,1115,132159,jakarta pusat,0,0,-6.1702987,106.8058902,0.005978072,135772.5556,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0
OYO Flagship 3563 New Mg Hotel Near RSUD Sawah Besar,1101,132253,jakarta barat,2,7.9,-6.1506138,106.8211502,0.002319443,149352,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,0,0
OYO 90364 K3 Residence,1117,132275,jakarta pusat,0,0,-6.1608679,106.8319632,0.003177874,169177.1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
Residence T63,1024,132500,jakarta barat,0,7.9,-6.170063,106.7968455,0.005062519,177631.9,1,0,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0
Residence T63,1025,132500,jakarta barat,0,7.9,-6.170063,106.7968455,0.005062519,201239.7778,1,0,0,1,1,1,1,1,1,0,1,0,1,0,0,0,0
Residence T63,1026,132500,jakarta barat,0,7.9,-6.170063,106.7968455,0.005062519,272980,1,0,0,1,1,1,1,1,1,0,1,0,1,0,0,0,0
Residence T63,1027,132500,jakarta barat,0,7.9,-6.170063,106.7968455,0.005062519,177844.6,1,0,0,1,1,1,1,1,1,0,1,0,1,0,0,0,0
Residence T63,1028,132500,jakarta barat,0,7.9,-6.170063,106.7968455,0.005062519,186610.2,1,0,0,1,1,1,1,1,1,0,1,0,1,0,0,0,0
Residence T63,1031,132500,jakarta barat,0,7.9,-6.170063,106.7968455,0.005062519,182380.4,1,0,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0
Residence T63,1101,132500,jakarta barat,0,7.9,-6.170063,106.7968455,0.005062519,144162.4444,1,0,0,1,1,1,1,1,1,0,1,0,1,0,0,0,0
SPOT ON 90437 Salome Guesthouse,1025,132510,jakarta pusat,0,5.9,-6.1566836,106.8347882,0.003115299,203233.7778,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0
K-Style Eco Hotel Jakarta @Kemayoran,1031,132840,jakarta pusat,2,7.5,-6.1595439,106.839418,0.003265641,137022.4444,1,0,1,1,1,1,0,1,0,0,1,0,0,1,0,0,0
SPOT ON 90437 Salome Guesthouse,1120,133028,jakarta pusat,0,5.8,-6.1566836,106.8347882,0.003346796,154988.3,0,1,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0
Hotel Alifah 1,1023,133649,jakarta barat,0,7.7,-6.1152691,106.6891953,0.003783728,250642.4444,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0
OYO 90692 Point Hostel,1119,134374,jakarta pusat,0,0,-6.1702987,106.8058902,0.005978072,114513.7778,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0
OYO 90364 K3 Residence,1116,134596,jakarta pusat,0,0,-6.1608679,106.8319632,0.003177874,173388.1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
OYO 90364 K3 Residence,1114,134845,jakarta pusat,0,0,-6.1608679,106.8319632,0.003177874,167812.7,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
Hotel Kos Katalia Tomang,1020,135000,jakarta barat,0,7.5,-6.1824419,106.7989735,0.006248108,205308.2857,1,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0
Hotel Kos Katalia Tomang,1021,135000,jakarta barat,0,7.5,-6.1824419,106.7989735,0.006248108,202462,1,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0
Hotel Kos Katalia Tomang,1022,135000,jakarta barat,0,7.5,-6.1824419,106.7989735,0.006248108,298769.2,1,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0
