Nama Hotel,Tanggal,Harga,Daerah,Bintang,Rating,Latitude,Longitude,LD,PD,Oktober,November,Weekend,AC,Restaurant,24-Hour Front Desk,Elevator,WiFi,Parking,Swimming Pool,Standard Room,Non-Standrad Room,jakarta barat,jakarta pusat,jakarta selatan,jakarta timur,jakarta utara
Capital O 534 Sriwijaya Hotel,1114,340669,jakarta pusat,3,8.3,-6.1688353,106.8299074,0.004376645,279978.2,0,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0,0
LeGreen Suite Tondano n GBK,1118,340779,jakarta pusat,2,8,-6.2065952,106.8076036,0.00237496,78733.44444,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0
LeGreen Suite Tondano n GBK,1119,340779,jakarta pusat,2,8,-6.2065952,106.8076036,0.00237496,26315,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0
LeGreen Suite Penjernihan n Benhil,1118,340779,jakarta pusat,2,8.2,-6.2051882,106.8093451,0.003838321,89566.1,0,1,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0
LeGreen Suite Penjernihan n Benhil,1119,340779,jakarta pusat,2,8.2,-6.2051882,106.8093451,0.003838321,42144.2,0,1,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0
LeGreen Suite Poso n JICC,1118,340779,jakarta pusat,1,8,-6.2093041,106.8074109,0.00319645,40774.33333,0,1,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0
LeGreen Suite Poso n JICC,1119,340779,jakarta pusat,1,8,-6.2093041,106.8074109,0.00319645,31540.66667,0,1,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0
LeGreen Suite Kuningan,1118,340780,jakarta selatan,2,8.2,-6.2087006,106.8267606,0.002477065,454309,0,1,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0
LeGreen Suite Kuningan,1119,340780,jakarta selatan,2,8.2,-6.2087006,106.8267606,0.002477065,503717.1,0,1,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0
Yellow Bee Tanah Abang,1117,340888,jakarta pusat,2,8.3,-6.1868948,106.8180245,0.002476881,121312.5556,0,1,0,1,0,1,1,1,1,0,1,0,0,1,0,0,0
Yellow Bee Tanah Abang,1118,340888,jakarta pusat,2,8.3,-6.1868948,106.8180245,0.002476881,119802,0,1,0,1,0,1,1,1,1,0,1,0,0,1,0,0,0
Yellow Bee Tanah Abang,1119,340888,jakarta pusat,2,8.3,-6.1868948,106.8180245,0.002476881,123719.1,0,1,0,1,0,1,1,1,1,0,1,0,0,1,0,0,0
Golden Boutique Hotel Kemayoran,1027,341000,jakarta pusat,4,8.5,-6.1583544,106.8379373,0.00262796,113359.4,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0
Golden Boutique Hotel Kemayoran,1028,341000,jakarta pusat,4,8.5,-6.1583544,106.8379373,0.00262796,120023.5,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0
Golden Boutique Hotel Kemayoran,1029,341000,jakarta pusat,4,8.5,-6.1583544,106.8379373,0.00262796,108122.2222,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0
Golden Boutique Hotel Kemayoran,1030,341000,jakarta pusat,4,8.5,-6.1583544,106.8379373,0.00262796,98395.1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0
Golden Boutique Hotel Kemayoran,1031,341000,jakarta pusat,4,8.5,-6.1583544,106.8379373,0.00262796,112472.6667,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0
Golden Boutique Hotel Kemayoran,1101,341000,jakarta pusat,4,8.5,-6.1583544,106.8379373,0.00262796,118917,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0
RedStar Hotel,1022,341250,jakarta barat,2,8.4,-6.1519203,106.8257463,0.002358096,121165,1,0,0,1,1,1,1,1,1,0,1,0,1,0,0,0,0
"SOTIS Hotel Falatehan, Blok M, Jakarta",1030,341250,jakarta selatan,3,8.4,-6.2428344,106.8013684,0.001124465,55989.55556,1,0,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0
"SOTIS Hotel Falatehan, Blok M, Jakarta",1031,341250,jakarta selatan,3,8.4,-6.2428344,106.8013684,0.001124465,73655.55556,1,0,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0
"SOTIS Hotel Falatehan, Blok M, Jakarta",1101,341250,jakarta selatan,3,8.4,-6.2428344,106.8013684,0.001124465,67266.66667,1,0,0,1,1,1,1,1,1,0,1,0,0,0,1,0,0
