Nama Hotel,Tanggal,Harga,Daerah,Bintang,Rating,Latitude,Longitude,LD,PD,Oktober,November,Weekend,AC,Restaurant,24-Hour Front Desk,Elevator,WiFi,Parking,Swimming Pool,Standard Room,Non-Standrad Room,blora,semarang,cilacap,wonogiri,banyumas,temanggung,tegal,klaten,banjarnegara,pemalang,wonosobo,surakarta,magelang,grobogan,pekalongan,sukoharjo,karanganyar,kebumen,rembang,boyolali,jepara,pati,purbalingga,salatiga,brebes,kudus,demak,kendal,purworejo
SPOT ON 2815 Hotel Damai Cilacap,1028,83404,cilacap,1,7.2,-7.7312714,109.0040205,0.015138827,250859.3333,1,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPOT ON 2289 Hotel Saudara,1024,83983,tegal,1,6.9,-6.8604482,109.1583414,0.024545037,213320.5,1,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPOT ON 2289 Hotel Saudara,1026,83983,tegal,1,6.9,-6.8604482,109.1583414,0.024545037,206566.5,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPOT ON 2289 Hotel Saudara,1027,83983,tegal,1,6.9,-6.8604482,109.1583414,0.024545037,223718.7,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPOT ON 2289 Hotel Saudara,1028,83983,tegal,1,6.9,-6.8604482,109.1583414,0.024545037,219177.6,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPOT ON 2289 Hotel Saudara,1029,83983,tegal,1,6.9,-6.8604482,109.1583414,0.024545037,219063,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPOT ON 2451 Camel Residence,1114,84983,semarang,0,6.5,-6.9874033,110.4414723,0.010306684,189873,0,1,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPOT ON 2451 Camel Residence,1115,84994,semarang,0,6.5,-6.9874033,110.4414723,0.010306684,234675.8,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPOT ON 2815 Hotel Damai Cilacap,1117,85031,cilacap,1,7.2,-7.7312714,109.0040205,0.015138827,148234.8,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPOT ON 2815 Hotel Damai Cilacap,1020,85729,cilacap,1,7.2,-7.7312714,109.0040205,0.015138827,223196,1,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPOT ON 2815 Hotel Damai Cilacap,1023,86576,cilacap,1,7.2,-7.7312714,109.0040205,0.015138827,210735.7,1,0,1,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPOT ON 2546 Griya Widya Syariah,1116,86717,klaten,0,7.3,-7.7209563,110.6039979,0.048544265,140117.8,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPOT ON 2546 Griya Widya Syariah,1026,87236,klaten,0,7.3,-7.7209563,110.6039979,0.048544265,119812.9,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPOT ON 2546 Griya Widya Syariah,1024,87535,klaten,0,7.2,-7.7209563,110.6039979,0.048544265,116024,1,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPOT ON 2546 Griya Widya Syariah,1101,87541,klaten,0,7.3,-7.7209563,110.6039979,0.048544265,119955.9,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPOT ON 2546 Griya Widya Syariah,1121,87589,klaten,0,7.3,-7.7209563,110.6039979,0.048544265,139268.9,0,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPOT ON 2546 Griya Widya Syariah,1027,87645,klaten,0,7.3,-7.7209563,110.6039979,0.048544265,157980,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPOT ON 90577 Griya Afifah Syariah,1027,88099,klaten,0,6.7,-7.69526,110.6094429,0.054374203,157576.4444,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bandengan Beach Hotel,1118,88200,jepara,2,7.5,-6.557863,110.6500634,0.024602953,277982.875,0,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Bandengan Beach Hotel,1119,88200,jepara,2,7.5,-6.557863,110.6500634,0.024602953,286646.3,0,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Bandengan Beach Hotel,1121,88200,jepara,2,7.5,-6.557863,110.6500634,0.024602953,284801.5556,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
SPOT ON 90577 Griya Afifah Syariah,1029,88833,klaten,0,6.7,-7.69526,110.6094429,0.054374203,107373.2857,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hotel Arjuna Sari,1116,89300,semarang,1,7.3,-7.1932359,110.4101762,0.027805637,115676,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPOT ON 2871 Hotel Budi,1020,89829,banyumas,1,7.4,-7.4207146,109.2227079,0.013456662,196005.3,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OYO 2495 Hotel Wijaya Purwokerto,1120,90605,banyumas,0,7.1,-7.4369885,109.2580428,0.011922633,137066,0,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPOT ON 2451 Camel Residence,1113,90835,semarang,0,6.5,-6.9874033,110.4414723,0.010306684,305496.6667,0,1,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPOT ON 90577 Griya Afifah Syariah,1114,90997,klaten,0,7,-7.69526,110.6094429,0.054374203,134929.8,0,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hotel Nakula Sadewa 2 Bandungan,1116,91250,semarang,0,0,-7.1986095,110.3926351,0.019358881,72903.1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPOT ON 90577 Griya Afifah Syariah,1119,91858,klaten,0,7,-7.69526,110.6094429,0.054374203,123325.2222,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPOT ON 2289 Hotel Saudara,1031,91942,tegal,1,6.9,-6.8604482,109.1583414,0.024545037,209139.6,1,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hotel Arjuna Sari,1117,92050,semarang,1,7.3,-7.1932359,110.4101762,0.027805637,102814.2222,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPOT ON 2546 Griya Widya Syariah,1021,92381,klaten,0,7.2,-7.7209563,110.6039979,0.048544265,131170.7778,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPOT ON 2546 Griya Widya Syariah,1025,92381,klaten,0,7.3,-7.7209563,110.6039979,0.048544265,108672.7,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPOT ON 2546 Griya Widya Syariah,1028,92381,klaten,0,7.3,-7.7209563,110.6039979,0.048544265,113374.6667,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPOT ON 2546 Griya Widya Syariah,1030,92381,klaten,0,7.3,-7.7209563,110.6039979,0.048544265,107810.5714,1,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hotel Arjuna Sari,1118,92399,semarang,1,7.3,-7.1932359,110.4101762,0.027805637,135948.5,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPOT ON 2473 Buana Jaya Residence,1114,92818,cilacap,0,6,-7.7042806,109.0249786,0.016956418,169066.6667,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPOT ON 2546 Griya Widya Syariah,1022,92949,klaten,0,7.2,-7.7209563,110.6039979,0.048544265,99614.875,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPOT ON 2546 Griya Widya Syariah,1112,93028,klaten,0,7.3,-7.7209563,110.6039979,0.048544265,125018.2,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hotel Arjuna Sari,1115,93040,semarang,1,7.3,-7.1932359,110.4101762,0.027805637,122261.5,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPOT ON 2546 Griya Widya Syariah,1023,93076,klaten,0,7.2,-7.7209563,110.6039979,0.048544265,126234.5,1,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hotel Nakula Sadewa 2 Bandungan,1117,93244,semarang,0,0,-7.1986095,110.3926351,0.019358881,68928.1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPOT ON 90577 Griya Afifah Syariah,1026,93300,klaten,0,6.7,-7.69526,110.6094429,0.054374203,114355.3,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPOT ON 2451 Camel Residence,1112,93481,semarang,0,6.5,-6.9874033,110.4414723,0.010306684,196855.1,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPOT ON 3993 Zidney 2 Syariah,1112,93481,semarang,0,8.1,-7.340447,110.496677,0.030084396,334334.1111,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPOT ON 90577 Griya Afifah Syariah,1025,93546,klaten,0,6.7,-7.69526,110.6094429,0.054374203,107624.2,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPOT ON 90577 Griya Afifah Syariah,1022,93672,klaten,0,6.7,-7.69526,110.6094429,0.054374203,98982.25,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPOT ON 90577 Griya Afifah Syariah,1028,93797,klaten,0,6.7,-7.69526,110.6094429,0.054374203,112116,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPOT ON 2451 Camel Residence,1020,94338,semarang,0,6.3,-6.9874033,110.4414723,0.010306684,155836.2222,1,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPOT ON 1942 Asia Residence,1024,94481,semarang,0,6.6,-6.9920304,110.4338677,0.006197917,209513.8,1,0,1,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPOT ON 1942 Asia Residence,1025,94481,semarang,0,6.6,-6.9920304,110.4338677,0.006197917,248991.2222,1,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPOT ON 1942 Asia Residence,1026,94481,semarang,0,6.6,-6.9920304,110.4338677,0.006197917,206988,1,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
